transaction_id,suspicion_reason,score
21320507,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320517,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320522,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320526,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320533,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320546,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320570,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320595,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320611,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320614,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320629,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320631,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320649,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320661,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320688,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320710,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320718,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320721,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320726,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320727,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320729,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320735,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320736,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320759,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320801,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320803,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320823,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320838,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320859,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320866,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320879,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320880,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320885,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320907,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320916,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320922,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320931,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320941,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320946,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320967,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320975,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320981,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21320994,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321001,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321002,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321011,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321018,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321029,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321103,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321106,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321149,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321155,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321162,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321165,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321192,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321200,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321206,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321215,Very high value for the same user; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321235,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321237,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321270,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321282,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321286,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321309,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321316,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321349,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321353,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321363,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321382,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321386,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321433,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321466,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321467,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321472,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321476,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321487,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321492,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321502,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321503,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321524,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321563,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321574,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321616,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321656,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321658,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321660,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321666,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321674,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321675,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321709,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321712,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321718,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321721,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321775,Transaction at an unusual hour compared to the last 10 purchases; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321796,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321822,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321829,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321839,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321845,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321865,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321874,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321896,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21321931,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322010,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322024,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322061,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322062,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322064,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322069,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322086,Transaction at an unusual hour compared to the last 10 purchases; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322111,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322112,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322116,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322127,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322134,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322135,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322175,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322189,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
21322201,Fast transactions on different devices; Chargeback detected; Merchant with more than 2% chargeback in the history; Card with more than 2% chargeback in the history; ,4
